transfer_reference,sender_id,receiver_id,value,ccy,state,transfer_type,purpose_code,created_at
TRF-50670,CUST-1080,CUST-1128,17043.15,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-22 12:12:21
TRF-50671,CUST-1295,CUST-1242,9047.49,AED,SUCCESS,P2P,GIFT,2026-05-29 14:05:21
TRF-50672,CUST-1285,CUST-1277,14156.67,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 07:10:21
TRF-50673,CUST-1269,CUST-1091,10187.34,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 12:00:21
TRF-50674,CUST-1001,CUST-1081,26629.04,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 23:19:21
TRF-50675,CUST-1203,EXT-IBAN-168,14973.76,AED,SUCCESS,IBAN,SALARY,2026-06-07 14:46:21
TRF-50676,CUST-1137,CUST-1028,3991.66,AED,SUCCESS,P2P,SPLIT_BILL,2026-05-31 22:51:21
TRF-50677,CUST-1182,CUST-1050,20444.33,AED,SUCCESS,P2P,RENT,2026-05-30 23:42:21
TRF-50678,CUST-1117,CUST-1026,11977.38,AED,SUCCESS,P2P,PROPERTY,2026-06-23 09:24:21
TRF-50679,CUST-1277,EXT-IBAN-399,24160.03,AED,SUCCESS,IBAN,GIFT,2026-05-30 08:50:21
TRF-50680,CUST-1252,EXT-IBAN-619,7175.33,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-29 08:29:21
TRF-50681,CUST-1025,CUST-1218,25939.64,AED,SUCCESS,P2P,RENT,2026-06-10 07:59:21
TRF-50682,CUST-1068,CUST-1117,2310.55,AED,FAILED,P2P,SALARY,2026-06-21 18:03:21
TRF-50683,CUST-1003,CUST-1235,1376.33,AED,SUCCESS,P2P,PROPERTY,2026-06-09 07:09:21
TRF-50684,CUST-1067,EXT-IBAN-785,3917.34,AED,SUCCESS,IBAN,PROPERTY,2026-06-04 18:52:21
TRF-50685,CUST-1079,CUST-1287,21640.07,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 10:19:21
TRF-50686,CUST-1230,CUST-1289,24948.65,AED,SUCCESS,P2P,SALARY,2026-06-04 04:12:21
TRF-50687,CUST-1174,EXT-IBAN-699,17822.02,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-27 11:00:21
TRF-50688,CUST-1063,EXT-IBAN-430,25277.42,AED,SUCCESS,IBAN,SALARY,2026-06-07 06:27:21
TRF-50689,CUST-1084,EXT-IBAN-715,27125.93,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-12 10:39:21
TRF-50690,CUST-1056,EXT-IBAN-409,28897.01,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-16 12:35:21
TRF-50691,CUST-1121,EXT-IBAN-946,4795.62,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-01 10:24:21
TRF-50692,CUST-1091,CUST-1035,17274.39,AED,SUCCESS,P2P,SALARY,2026-05-27 11:01:21
TRF-50693,CUST-1236,EXT-IBAN-825,26461.96,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-22 21:33:21
TRF-50694,CUST-1175,EXT-IBAN-302,18697.95,AED,SUCCESS,IBAN,PROPERTY,2026-06-18 16:44:21
TRF-50695,CUST-1243,EXT-IBAN-470,27124.91,AED,FAILED,IBAN,SALARY,2026-06-24 04:03:21
TRF-50696,CUST-1022,CUST-1265,18420.83,AED,SUCCESS,P2P,GIFT,2026-06-23 12:24:21
TRF-50697,CUST-1273,CUST-1138,19239.19,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-11 11:14:21
TRF-50698,CUST-1015,EXT-IBAN-151,17050.34,AED,SUCCESS,IBAN,PROPERTY,2026-06-23 16:37:21
TRF-50699,CUST-1116,EXT-IBAN-594,3866.97,AED,SUCCESS,IBAN,RENT,2026-06-24 01:32:21
TRF-50700,CUST-1187,CUST-1064,4656.0,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-08 10:59:21
TRF-50701,CUST-1043,CUST-1027,8089.48,AED,SUCCESS,P2P,GIFT,2026-06-23 14:53:21
TRF-50702,CUST-1238,EXT-IBAN-251,28329.47,AED,SUCCESS,IBAN,RENT,2026-05-28 05:04:21
TRF-50703,CUST-1159,CUST-1202,7795.81,AED,SUCCESS,P2P,RENT,2026-06-19 19:24:21
TRF-50704,CUST-1033,CUST-1005,3819.92,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-09 01:55:21
TRF-50705,CUST-1270,EXT-IBAN-725,8223.28,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-11 14:22:21
TRF-50706,CUST-1213,CUST-1165,27352.23,AED,SUCCESS,P2P,RENT,2026-06-04 21:40:21
TRF-50707,CUST-1127,CUST-1180,645.38,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-15 15:13:21
TRF-50708,CUST-1238,CUST-1154,7126.51,AED,SUCCESS,P2P,GIFT,2026-06-01 06:51:21
TRF-50709,,CUST-1073,1186.17,AED,SUCCESS,P2P,GIFT,2026-05-29 07:04:21
TRF-50710,CUST-1034,EXT-IBAN-516,19365.39,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-20 15:01:21
TRF-50711,CUST-1166,EXT-IBAN-355,19776.83,AED,SUCCESS,IBAN,SALARY,2026-06-03 13:12:21
TRF-50712,CUST-1063,CUST-1127,14806.64,AED,SUCCESS,P2P,SALARY,2026-06-07 01:52:21
TRF-50713,CUST-1226,CUST-1221,24352.17,AED,SUCCESS,P2P,PROPERTY,2026-06-04 16:53:21
TRF-50714,CUST-1118,CUST-1156,12037.35,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-17 05:29:21
TRF-50715,CUST-1177,CUST-1093,14090.86,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-11 14:33:21
TRF-50716,CUST-1261,CUST-1127,6678.39,AED,SUCCESS,P2P,RENT,2026-06-11 12:50:21
TRF-50717,CUST-1106,EXT-IBAN-354,29573.52,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-21 07:55:21
TRF-50718,CUST-1150,CUST-1078,28005.47,AED,SUCCESS,P2P,SALARY,2026-05-27 18:39:21
TRF-50719,CUST-1234,EXT-IBAN-295,7289.74,AED,SUCCESS,IBAN,GIFT,2026-06-22 01:42:21
TRF-50720,CUST-1024,CUST-1204,24653.91,AED,SUCCESS,P2P,GIFT,2026-06-21 06:58:21
TRF-50721,CUST-1045,EXT-IBAN-825,10727.02,AED,SUCCESS,IBAN,RENT,2026-06-23 15:25:21
TRF-50722,CUST-1026,EXT-IBAN-749,4611.76,AED,INITIATED,IBAN,SALARY,2026-05-30 07:18:21
TRF-50723,CUST-1156,EXT-IBAN-502,17832.25,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-06 04:04:21
TRF-50724,CUST-1164,CUST-1067,24033.49,AED,SUCCESS,P2P,RENT,2026-06-23 10:45:21
TRF-50725,CUST-1127,CUST-1046,21996.16,AED,SUCCESS,P2P,GIFT,2026-05-31 01:34:21
TRF-50726,CUST-1130,CUST-1158,29224.49,AED,SUCCESS,P2P,SALARY,2026-06-12 00:50:21
TRF-50727,CUST-1254,CUST-1170,9456.07,AED,SUCCESS,P2P,GIFT,2026-05-27 23:16:21
TRF-50728,CUST-1118,EXT-IBAN-542,15472.19,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-17 01:13:21
TRF-50729,CUST-1008,EXT-IBAN-351,12945.97,AED,FAILED,IBAN,RENT,2026-05-30 12:09:21
TRF-50730,CUST-1186,CUST-1274,21497.76,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-04 11:22:21
TRF-50731,CUST-1223,CUST-1234,9414.19,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-04 23:12:21
TRF-50732,CUST-1183,EXT-IBAN-612,12629.81,AED,SUCCESS,IBAN,RENT,2026-06-08 09:41:21
TRF-50733,CUST-1110,EXT-IBAN-294,12702.62,AED,SUCCESS,IBAN,GIFT,2026-05-27 15:36:21
TRF-50734,CUST-1022,CUST-1055,8571.66,AED,FAILED,P2P,RENT,2026-06-25 05:22:21
TRF-50735,CUST-1076,CUST-1110,15427.66,AED,SUCCESS,P2P,PROPERTY,2026-06-24 07:46:21
TRF-50736,CUST-1143,CUST-1019,26880.14,AED,INITIATED,P2P,GIFT,2026-06-15 09:34:21
TRF-50737,CUST-1267,CUST-1284,29008.22,AED,SUCCESS,P2P,SALARY,2026-06-04 03:14:21
TRF-50738,CUST-1270,EXT-IBAN-190,10628.97,AED,SUCCESS,IBAN,PROPERTY,2026-06-19 09:37:21
TRF-50739,CUST-1018,EXT-IBAN-742,11485.19,AED,SUCCESS,IBAN,PROPERTY,2026-06-14 01:07:21
TRF-50740,CUST-1245,CUST-1194,1076.53,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-06 06:56:21
TRF-50741,CUST-1283,CUST-1000,20079.5,AED,SUCCESS,P2P,RENT,2026-06-23 03:19:21
TRF-50742,CUST-1107,CUST-1234,8517.4,AED,SUCCESS,P2P,PROPERTY,2026-06-10 20:18:21
TRF-50743,CUST-1113,CUST-1273,12040.25,AED,SUCCESS,P2P,PROPERTY,2026-06-25 01:58:21
TRF-50744,CUST-1130,EXT-IBAN-205,8557.47,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-26 22:57:21
TRF-50745,CUST-1198,CUST-1133,16950.74,AED,SUCCESS,P2P,RENT,2026-06-10 18:41:21
TRF-50746,CUST-1190,EXT-IBAN-560,16857.54,AED,REVERSED,IBAN,RENT,2026-05-29 09:30:21
TRF-50747,CUST-1155,CUST-1217,1410.74,AED,INITIATED,P2P,PROPERTY,2026-06-17 12:09:21
TRF-50748,CUST-1155,EXT-IBAN-312,22527.3,AED,SUCCESS,IBAN,GIFT,2026-06-04 17:33:21
TRF-50749,,EXT-IBAN-314,1019.55,AED,SUCCESS,IBAN,PROPERTY,2026-06-20 22:18:21
TRF-50750,CUST-1169,EXT-IBAN-538,6457.15,AED,REVERSED,IBAN,RENT,2026-06-12 21:25:21
TRF-50751,,EXT-IBAN-913,6041.88,AED,SUCCESS,IBAN,RENT,2026-05-28 09:14:21
TRF-50752,CUST-1082,EXT-IBAN-210,3276.55,AED,SUCCESS,IBAN,PROPERTY,2026-06-23 20:11:21
TRF-50753,CUST-1052,CUST-1006,19960.35,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-17 08:45:21
TRF-50754,CUST-1164,EXT-IBAN-445,1781.21,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-11 23:01:21
TRF-50755,CUST-1018,CUST-1259,17605.17,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-01 04:49:21
TRF-50756,CUST-1234,EXT-IBAN-511,15324.56,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-07 16:43:21
TRF-50757,CUST-1006,EXT-IBAN-319,23816.95,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-13 22:50:21
TRF-50758,CUST-1015,CUST-1014,8766.94,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-24 23:38:21
TRF-50759,CUST-1251,CUST-1009,21430.39,AED,SUCCESS,P2P,RENT,2026-06-12 09:16:21
TRF-50760,CUST-1138,EXT-IBAN-421,11655.2,AED,SUCCESS,IBAN,PROPERTY,2026-05-29 14:59:21
TRF-50761,CUST-1051,CUST-1183,23963.5,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-21 04:11:21
TRF-50762,CUST-1167,EXT-IBAN-896,1717.82,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-28 08:57:21
TRF-50763,CUST-1146,CUST-1114,11498.14,AED,SUCCESS,P2P,RENT,2026-06-10 16:18:21
TRF-50764,CUST-1184,CUST-1094,11100.43,AED,SUCCESS,P2P,SALARY,2026-06-08 20:16:21
TRF-50765,CUST-1264,EXT-IBAN-204,5021.75,AED,SUCCESS,IBAN,GIFT,2026-06-02 19:07:21
TRF-50766,CUST-1220,EXT-IBAN-512,16290.84,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-21 01:25:21
TRF-50767,CUST-1269,CUST-1249,23151.16,AED,SUCCESS,P2P,SALARY,2026-06-17 18:31:21
TRF-50768,CUST-1099,EXT-IBAN-918,9825.23,AED,SUCCESS,IBAN,RENT,2026-06-12 18:42:21
TRF-50769,CUST-1155,EXT-IBAN-410,4385.19,AED,SUCCESS,IBAN,SALARY,2026-06-10 11:44:21
TRF-50770,CUST-1278,EXT-IBAN-649,5782.22,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-05 15:07:21
TRF-50771,CUST-1039,CUST-1236,1294.49,AED,SUCCESS,P2P,GIFT,2026-06-15 13:29:21
TRF-50772,CUST-1194,CUST-1078,18957.39,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-20 19:56:21
TRF-50773,,CUST-1293,2603.83,AED,SUCCESS,P2P,RENT,2026-06-15 12:41:21
TRF-50774,CUST-1290,CUST-1256,3768.01,AED,SUCCESS,P2P,PROPERTY,2026-06-09 09:36:21
TRF-50775,CUST-1193,CUST-1161,20312.42,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-20 02:46:21
TRF-50776,CUST-1282,EXT-IBAN-673,6381.98,AED,SUCCESS,IBAN,GIFT,2026-06-23 23:22:21
TRF-50777,CUST-1047,CUST-1143,2139.33,AED,SUCCESS,P2P,GIFT,2026-06-05 15:09:21
TRF-50778,CUST-1004,CUST-1159,10287.09,AED,SUCCESS,P2P,SALARY,2026-06-20 02:07:21
TRF-50779,CUST-1059,CUST-1161,17638.03,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-06 12:25:21
TRF-50780,CUST-1184,CUST-1257,17197.11,AED,SUCCESS,P2P,GIFT,2026-06-24 19:07:21
TRF-50781,CUST-1051,EXT-IBAN-564,24534.97,AED,SUCCESS,IBAN,PROPERTY,2026-06-13 05:04:21
TRF-50782,CUST-1053,CUST-1101,24226.84,AED,REVERSED,P2P,RENT,2026-05-26 12:56:21
TRF-50783,CUST-1078,EXT-IBAN-228,19858.7,AED,SUCCESS,IBAN,PROPERTY,2026-06-12 02:21:21
TRF-50784,CUST-1137,CUST-1232,6483.1,AED,SUCCESS,P2P,SPLIT_BILL,2026-05-27 20:09:21
TRF-50785,CUST-1117,EXT-IBAN-103,3240.95,AED,SUCCESS,IBAN,RENT,2026-06-05 12:35:21
TRF-50786,CUST-1095,EXT-IBAN-191,12165.39,AED,SUCCESS,IBAN,GIFT,2026-05-27 11:51:21
TRF-50787,CUST-1114,EXT-IBAN-117,-1,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-30 02:56:21
TRF-50788,CUST-1023,CUST-1284,27767.52,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-26 07:55:21
TRF-50789,CUST-1013,CUST-1041,18096.69,AED,INITIATED,P2P,SPLIT_BILL,2026-05-30 07:58:21
TRF-50790,CUST-1164,CUST-1084,1171.68,AED,SUCCESS,P2P,GIFT,2026-06-18 01:13:21
TRF-50791,CUST-1266,EXT-IBAN-397,18003.44,AED,SUCCESS,IBAN,RENT,2026-05-31 13:46:21
TRF-50792,CUST-1129,EXT-IBAN-620,14045.55,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-09 18:58:21
TRF-50793,CUST-1027,CUST-1012,13707.05,AED,SUCCESS,P2P,GIFT,2026-06-08 16:48:21
TRF-50794,CUST-1113,EXT-IBAN-597,9430.3,AED,SUCCESS,IBAN,PROPERTY,2026-06-19 19:35:21
TRF-50795,CUST-1227,CUST-1018,3363.91,AED,SUCCESS,P2P,RENT,2026-05-31 18:33:21
TRF-50796,CUST-1026,EXT-IBAN-952,8377.06,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-16 04:18:21
TRF-50797,CUST-1150,EXT-IBAN-393,29153.58,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-16 15:22:21
TRF-50798,CUST-1143,EXT-IBAN-558,7037.14,AED,INITIATED,IBAN,PROPERTY,2026-06-23 14:38:21
TRF-50799,CUST-1175,EXT-IBAN-818,4894.67,AED,SUCCESS,IBAN,GIFT,2026-05-30 22:36:21
TRF-50800,CUST-1119,CUST-1108,27210.8,AED,FAILED,P2P,GIFT,2026-06-06 00:27:21
TRF-50801,CUST-1206,CUST-1196,6472.55,AED,SUCCESS,P2P,SALARY,2026-06-15 00:55:21
TRF-50802,CUST-1233,EXT-IBAN-763,29833.77,AED,SUCCESS,IBAN,PROPERTY,2026-06-08 08:21:21
TRF-50803,CUST-1079,EXT-IBAN-811,14884.53,AED,FAILED,IBAN,FAMILY_SUPPORT,2026-05-31 12:28:21
TRF-50804,CUST-1178,CUST-1286,11314.67,AED,SUCCESS,P2P,SALARY,2026-06-21 03:08:21
TRF-50805,CUST-1198,CUST-1245,19930.25,AED,SUCCESS,P2P,SALARY,2026-06-25 07:33:21
TRF-50806,CUST-1295,CUST-1140,3774.82,AED,REVERSED,P2P,RENT,2026-05-28 05:15:21
TRF-50807,CUST-1017,EXT-IBAN-550,10990.47,AED,SUCCESS,IBAN,SALARY,2026-06-16 05:52:21
TRF-50808,CUST-1236,CUST-1163,3597.35,AED,FAILED,P2P,GIFT,2026-06-03 09:04:21
TRF-50809,CUST-1201,EXT-IBAN-125,17644.07,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-26 19:24:21
TRF-50810,CUST-1134,EXT-IBAN-868,12049.29,AED,SUCCESS,IBAN,PROPERTY,2026-05-29 11:47:21
TRF-50811,CUST-1052,EXT-IBAN-115,19895.52,AED,SUCCESS,IBAN,SALARY,2026-06-02 04:43:21
TRF-50812,CUST-1118,EXT-IBAN-105,7158.24,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-15 07:52:21
TRF-50813,CUST-1202,CUST-1276,22433.53,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-03 23:39:21
TRF-50814,CUST-1012,CUST-1168,5250.36,AED,SUCCESS,P2P,GIFT,2026-06-23 21:47:21
TRF-50815,CUST-1028,CUST-1056,9834.75,AED,SUCCESS,P2P,RENT,2026-05-26 13:29:21
TRF-50816,CUST-1287,EXT-IBAN-297,7608.74,AED,REVERSED,IBAN,SALARY,2026-06-18 22:26:21
TRF-50817,CUST-1044,CUST-1071,86.16,AED,INITIATED,P2P,SALARY,2026-06-25 01:00:21
TRF-50818,CUST-1271,CUST-1098,19996.98,AED,SUCCESS,P2P,PROPERTY,2026-05-30 13:02:21
TRF-50819,CUST-1065,EXT-IBAN-589,27968.42,AED,SUCCESS,IBAN,GIFT,2026-06-15 02:36:21
TRF-50820,CUST-1063,EXT-IBAN-641,26674.59,AED,SUCCESS,IBAN,SALARY,2026-06-04 14:03:21
TRF-50821,CUST-1185,EXT-IBAN-976,21752.95,AED,SUCCESS,IBAN,PROPERTY,2026-06-21 05:56:21
TRF-50822,CUST-1280,CUST-1271,4234.29,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-05 14:06:21
TRF-50823,CUST-1147,EXT-IBAN-941,11562.97,AED,SUCCESS,IBAN,SALARY,2026-06-04 20:40:21
TRF-50824,CUST-1079,CUST-1014,7890.86,AED,SUCCESS,P2P,SALARY,2026-06-03 19:14:21
TRF-50825,CUST-1259,CUST-1216,27396.17,AED,SUCCESS,P2P,PROPERTY,2026-06-19 07:43:21
TRF-50826,,EXT-IBAN-544,7352.36,AED,SUCCESS,IBAN,PROPERTY,2026-06-03 09:25:21
TRF-50827,CUST-1175,CUST-1091,26995.99,AED,SUCCESS,P2P,SALARY,2026-06-16 07:12:21
TRF-50828,CUST-1089,EXT-IBAN-204,18094.96,AED,SUCCESS,IBAN,PROPERTY,2026-06-05 08:52:21
TRF-50829,CUST-1084,EXT-IBAN-965,9424.99,AED,SUCCESS,IBAN,RENT,2026-06-21 06:00:21
TRF-50830,CUST-1266,EXT-IBAN-408,28844.95,AED,FAILED,IBAN,SALARY,2026-06-20 00:12:21
TRF-50831,CUST-1057,EXT-IBAN-619,26519.62,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-30 00:32:21
TRF-50832,CUST-1023,CUST-1113,778.03,AED,FAILED,P2P,PROPERTY,2026-06-06 16:06:21
TRF-50833,CUST-1043,EXT-IBAN-590,9552.06,AED,SUCCESS,IBAN,PROPERTY,2026-06-11 11:42:21
TRF-50834,CUST-1085,CUST-1198,15942.87,AED,SUCCESS,P2P,GIFT,2026-06-21 12:17:21
TRF-50835,CUST-1050,EXT-IBAN-690,523.55,AED,FAILED,IBAN,SPLIT_BILL,2026-06-07 12:08:21
TRF-50836,CUST-1086,CUST-1239,5398.4,AED,FAILED,P2P,RENT,2026-06-20 12:41:21
TRF-50837,CUST-1074,CUST-1110,15286.16,AED,SUCCESS,P2P,PROPERTY,2026-05-31 13:35:21
TRF-50838,CUST-1176,CUST-1163,17703.65,AED,SUCCESS,P2P,RENT,2026-05-30 05:52:21
TRF-50839,CUST-1292,EXT-IBAN-915,24925.82,AED,SUCCESS,IBAN,PROPERTY,2026-05-28 20:08:21
TRF-50840,CUST-1288,EXT-IBAN-169,24492.91,AED,SUCCESS,IBAN,SALARY,2026-06-08 02:37:21
TRF-50841,CUST-1032,CUST-1037,6536.31,AED,SUCCESS,P2P,RENT,2026-06-25 05:03:21
TRF-50842,CUST-1181,EXT-IBAN-251,-1,AED,SUCCESS,IBAN,GIFT,2026-06-03 20:18:21
TRF-50843,CUST-1149,EXT-IBAN-668,4853.01,AED,SUCCESS,IBAN,GIFT,2026-06-05 07:05:21
TRF-50844,CUST-1203,CUST-1185,1010.6,AED,SUCCESS,P2P,SALARY,2026-06-05 18:07:21
TRF-50845,CUST-1286,CUST-1129,14016.81,AED,SUCCESS,P2P,GIFT,2026-06-21 15:06:21
TRF-50846,CUST-1267,EXT-IBAN-799,2542.58,AED,SUCCESS,IBAN,RENT,2026-06-06 21:03:21
TRF-50847,CUST-1148,EXT-IBAN-461,4522.91,AED,SUCCESS,IBAN,RENT,2026-06-20 10:35:21
TRF-50848,CUST-1011,CUST-1229,4174.92,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-01 10:44:21
TRF-50849,CUST-1082,CUST-1223,20960.7,AED,REVERSED,P2P,FAMILY_SUPPORT,2026-06-16 07:14:21
TRF-50850,CUST-1080,EXT-IBAN-167,21933.34,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-17 22:02:21
TRF-50851,CUST-1186,CUST-1009,1019.21,AED,SUCCESS,P2P,PROPERTY,2026-06-17 03:48:21
TRF-50852,CUST-1065,EXT-IBAN-827,26319.55,AED,SUCCESS,IBAN,SALARY,2026-06-19 21:19:21
TRF-50853,CUST-1005,CUST-1214,4082.48,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-22 10:21:21
TRF-50854,CUST-1097,CUST-1001,20499.95,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-14 19:27:21
TRF-50855,CUST-1104,EXT-IBAN-438,29419.3,AED,REVERSED,IBAN,PROPERTY,2026-06-25 06:02:21
TRF-50856,CUST-1212,CUST-1057,6672.35,AED,SUCCESS,P2P,RENT,2026-06-05 02:29:21
TRF-50857,,EXT-IBAN-844,6229.92,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-09 20:30:21
TRF-50858,CUST-1009,EXT-IBAN-165,13105.03,AED,SUCCESS,IBAN,PROPERTY,2026-06-17 18:28:21
TRF-50859,CUST-1147,CUST-1279,22044.7,AED,SUCCESS,P2P,GIFT,2026-05-31 12:45:21
TRF-50860,CUST-1208,CUST-1250,17424.2,AED,SUCCESS,P2P,SALARY,2026-06-04 02:31:21
TRF-50861,CUST-1151,CUST-1066,10792.01,AED,SUCCESS,P2P,GIFT,2026-06-20 09:12:21
TRF-50862,CUST-1293,EXT-IBAN-730,12500.28,AED,FAILED,IBAN,SALARY,2026-05-29 11:46:21
TRF-50863,CUST-1083,CUST-1168,11205.71,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-05-29 12:55:21
TRF-50864,CUST-1024,CUST-1282,25131.73,AED,SUCCESS,P2P,RENT,2026-06-02 04:56:21
TRF-50865,CUST-1179,EXT-IBAN-340,22218.09,AED,INITIATED,IBAN,SALARY,2026-06-18 15:03:21
TRF-50866,CUST-1174,EXT-IBAN-278,20307.05,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-19 01:04:21
TRF-50867,CUST-1059,CUST-1044,23299.99,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-24 01:14:21
TRF-50868,CUST-1092,EXT-IBAN-954,21138.52,AED,SUCCESS,IBAN,PROPERTY,2026-06-02 01:42:21
TRF-50869,CUST-1042,CUST-1113,8326.99,AED,SUCCESS,P2P,GIFT,2026-06-15 22:16:21
TRF-50870,CUST-1183,CUST-1130,16032.72,AED,SUCCESS,P2P,GIFT,2026-05-28 17:15:21
TRF-50871,CUST-1278,EXT-IBAN-220,23988.22,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-07 12:33:21
TRF-50872,CUST-1168,CUST-1188,23056.61,AED,INITIATED,P2P,SALARY,2026-05-31 23:02:21
TRF-50873,CUST-1166,CUST-1023,10611.1,AED,SUCCESS,P2P,RENT,2026-06-12 07:05:21
TRF-50874,CUST-1045,EXT-IBAN-713,5691.59,AED,SUCCESS,IBAN,PROPERTY,2026-06-01 14:07:21
TRF-50875,CUST-1156,CUST-1009,14058.69,AED,SUCCESS,P2P,RENT,2026-05-29 02:44:21
TRF-50876,CUST-1053,EXT-IBAN-885,11702.19,AED,SUCCESS,IBAN,PROPERTY,2026-06-17 21:29:21
TRF-50877,CUST-1292,EXT-IBAN-643,28460.37,AED,FAILED,IBAN,GIFT,2026-05-27 06:49:21
TRF-50878,CUST-1059,CUST-1092,6082.46,AED,FAILED,P2P,PROPERTY,2026-05-29 16:07:21
TRF-50879,CUST-1003,EXT-IBAN-162,5912.94,AED,SUCCESS,IBAN,RENT,2026-06-15 04:44:21
TRF-50880,CUST-1259,CUST-1066,26649.26,AED,SUCCESS,P2P,PROPERTY,2026-05-31 12:29:21
TRF-50881,CUST-1143,CUST-1253,3219.53,AED,SUCCESS,P2P,SALARY,2026-05-30 15:53:21
TRF-50882,CUST-1064,EXT-IBAN-691,19020.37,AED,SUCCESS,IBAN,SALARY,2026-06-23 08:58:21
TRF-50883,CUST-1108,CUST-1112,14598.21,AED,SUCCESS,P2P,PROPERTY,2026-05-28 20:28:21
TRF-50884,CUST-1187,CUST-1262,28898.91,AED,SUCCESS,P2P,PROPERTY,2026-06-04 01:38:21
TRF-50885,CUST-1132,CUST-1279,29076.18,AED,SUCCESS,P2P,RENT,2026-06-07 13:11:21
TRF-50886,CUST-1004,CUST-1291,14134.41,AED,SUCCESS,P2P,PROPERTY,2026-06-22 23:11:21
TRF-50887,CUST-1141,EXT-IBAN-900,20535.53,AED,INITIATED,IBAN,SALARY,2026-06-13 01:17:21
TRF-50888,CUST-1056,EXT-IBAN-383,1344.29,AED,SUCCESS,IBAN,PROPERTY,2026-06-23 11:41:21
TRF-50889,CUST-1069,CUST-1218,23146.99,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-22 13:43:21
TRF-50890,CUST-1231,EXT-IBAN-887,29805.76,AED,SUCCESS,IBAN,SALARY,2026-06-13 15:33:21
TRF-50891,CUST-1174,EXT-IBAN-355,27592.12,AED,SUCCESS,IBAN,PROPERTY,2026-06-13 19:59:21
TRF-50892,CUST-1293,CUST-1236,10948.03,AED,SUCCESS,P2P,RENT,2026-06-02 04:47:21
TRF-50893,CUST-1168,CUST-1254,29587.36,AED,SUCCESS,P2P,GIFT,2026-06-02 04:13:21
TRF-50894,CUST-1111,EXT-IBAN-943,20331.86,AED,SUCCESS,IBAN,SALARY,2026-05-27 17:17:21
